MLS,Property,Status,Type,City,Sold Price,Sold Date,List Price,List Date,Bed,Bath,Kitchen,Tax,year,Floor,Lot,Levels,Parking,Photos,Address,GPS,URL,Agency,Description,Feature,Influence,Amenities
R2722590,208 - 2651 LIBRARY LANE,Active,Apartment,Vancouver,not sold,not sold,"$868,000",-,2,2,1,"$3,401 in 2022",2021,888,,-,Garage; Underground,25,208 - 2651 Library Lane,,https://www.bccondosandhomes.com/listing/r2722590-208-2651-library-lane,Oakwyn Realty Ltd.,"Taluswood by Polygon located in the quiet neighbourhood in the heart of Lynn Valley. Welcome to your contemporary 2 bed/2 bath light filled open floorplan home. Outstanding gourmet kitchen featuring, s/s appliance, marble backsplash, quartz countertop, and large kitchen island. The spacious dining and living area flow seamlessly while the oversized balcony is perfect for entertaining. Sizable bedrooms with ample storage, fantastic ensuite with double sinks and stunning walk in shower. Comprehensive 2-5-10 Year Warranty. 1 Parking and 2 storage locker included. Additional parking available for purchase! Perfect walkable neighbourhood with schools, parks, hiking, rec centre, Lynn Valley Village, and transit nearby! ",-,Central Location Recreation Nearby Shopping Nearby, Club House Elevator Exercise Centre In Suite Laundry
R2715865,12945 17 AVENUE,Active,Townhouse,Surrey,not sold,not sold,"$1,180,000",-,3,3,1,"$3,415 in 2022",1986,"2,166",,-,Garage; Double,38,"12945 17 Ave #2, Surrey, BC V4A 8T7, Canada","49.03311, -122.8638",https://www.bccondosandhomes.com/listing/r2715865-2-12945-17-avenue,Macdonald Realty (Surrey/152),"Ocean Park Grove. 2166 sqft 3 beds, 2 1/2 baths featuring a main floor Primary bedroom with ensuite. This is a sought after 2-level traditional design that is not often available. The inviting Living room has a newer gas fireplace & tile surround. Lots of natural light in dining area overlooking a private veggie garden. The spacious reno'd kitchen has granite counters, extra pantry cupboards and skylites. Also on the main floor is a 2 pce bathroom and extra storage. The upper level has 2 bedrooms, 1 large enough for use as a gym, home office, or guest room. Full bathroom upstairs. Duplex style/end unit with a private southern backyard. With Ocean breezes, beaches, banks, shopping & bistros outside your door. Ages 19+, dogs not permitted.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener Vacuum - Built In,Adult Oriented Central Location Recreation Nearby Shopping Nearby, Club House In Suite Laundry
R2723366,5 - 7551 HUMPHRIES COURT,Active,Apartment,Burnaby,not sold,not sold,"$449,000",-,1,1,1,"$1,176 in 2021",1980,731,,-,Garage; Underground,22,"7551 Humphries Ct #5, Burnaby, BC V3N 1W3, Canada","49.21749, -122.94305",https://www.bccondosandhomes.com/listing/r2723366-5-7551-humphries-court,Stonehaus Realty Corp.,"A beautiful 1 bedroom, condo in the perfect location a definite MUST SEE! The open floor plan provides a large living space, and wonderful balcony. The unit has been extensively renovated and features a new modern kitchen with s/s appliances. The bathroom has been completely updated with new porcelain tiles, vanity and fixtures. There are designer colours throughout & a new large built-in wardrobe in the bedroom that provides ample storage and a clean modern look. A can't miss that is walking distance to transit, 10 minute walk to High Gate Mall, all levels of shopping, school, and more. Pet friendly and affordable!",Clothes Dryer Clothes Washer Clothes Washer/Dryer Refrigerator Stove,-, In Suite Laundry Recreation Center
R2714034,240 JARDINE STREET,Active,Townhouse,New Westminster,not sold,not sold,"$879,000",-,2,3,1,"$2,928 in 2021",2017,"1,236",,-,Garage; Double,32,"240 Jardine St, New Westminster, BC V3M 0K8, Canada","49.18417, -122.9486",https://www.bccondosandhomes.com/listing/r2714034-28-240-jardine-street,One Percent Realty Ltd.,"Queens Park Estate! Modern WestCoast style home features Beautiful 9' high ceilings on main with modern kitchen: Deluxe S/S appliances, self-cleaning gas range w/ large oven, quartz countertop, Pentco cabinetry with soft close doors and drawers. Wide plank 6.5"" laminate flooring. Balcony complete w/ gas line for BBQ. 2 Spacious bedrooms upstairs each with their own Full ensuite. Master Ensuite features Walk in Shower & dual basins. Large tandem Garage, with room for your private gym or workshop! Quiet but convenient location, only mins from Hwy, easy access to Burnaby/ Richmond / Surrey I Vancouver, walking distance to schools, restaurants, transit, shopping, outlet mall, walking and bike trails. A great place to call home. Easy to show!",ClthWsh/Dryr/Frdg/Stve/DW Disposal - Waste Drapes/Window Coverings Garage Door Opener Microwave Security System,Central Location Recreation Nearby Shopping Nearby, In Suite Laundry
R2704932,32891 HUNTINGDON ROAD,Active,House,Abbotsford,not sold,not sold,"$1,888,800",-,4,2,1,"$5,889 in 2021",1947,"2,538",43560 SqFt.,-,"DetachedGrge/Carport,Garage; Triple,RV Parking Avail.",40,32891 Huntingdon Road,,https://www.bccondosandhomes.com/listing/r2704932-32891-huntingdon-road,B.C. Farm & Ranch Realty Corp.,"1 ACRE HUNTINGDON ROAD! Featuring a well kept 2,538 sqft 4 bed/2 bath home. The property features city water, 3 phase power at road, natural gas, and 145 ft frontage. Great place to build your multi-family dream home with a view of Mount Baker! Perfect for a trucker or home-based business with separate three bay shop 36x22 ft & a horseshoe in/out driveway. Kitchen and bathrooms were recently renovated, with granite countertops throughout. Great for truckers! Legally park 2 Commercial vehicles (confirm with city) Awesome location as it is minutes to all levels of schools, shopping Highway 1, US Border crossing. PRE ALC Indefeasible Title available - ALC HOUSE SIZE RULE EXEMPTION possible! May be possible BUILD A MASSIVE HOME, larger than ALC rules - Buyer to verify!",ClthWsh/Dryr/Frdg/Stve/DW,Paved Road Rural Setting, Workshop Detached
R2724071,2182 5TH AVENUE,Active,House,Vancouver,not sold,not sold,"$3,488,000",-,6,3,3,"$7,753 in 2022",1930,"2,309",,-,None,0,"2182 W 5th Ave, Vancouver, BC V6K 1S2, Canada","49.26699, -123.15471",https://www.bccondosandhomes.com/listing/r2724071-2182-w-5th-avenue,Dracco Pacific Realty,"Attention: Investors and Developers. Approved Broadway Plan Investment/Development lot in the prestigious Kitsilano neighbourhood. Your chance to be one of the first to own in this highly desirable development area. Within 5 minutes walk to the future arbutus skytrain station. 10 min walk to Kits Beach. Close to shopping, restaurants, and schools. Several development choices available under the Broadway Plan.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Microwave Oven - Built In,-,-
R2723811,46031 RIVERSIDE DRIVE,Active,House,Chilliwack,not sold,not sold,"$1,050,000",-,4,3,1,"$1,689 in 2022",2021,"2,591",5040 SqFt.,-,"Garage; Double,Open",20,"46031 Riverside Dr, Chilliwack, BC V2P 3K7, Canada","49.18051, -121.95099",https://www.bccondosandhomes.com/listing/r2723811-46031-riverside-drive,Century 21 Creekside Realty,"Beautiful new home finished and ready for occupancy. Wonderful neighborhood - walk to Hope River Park. Spacious floor plan with an impressive 2 storey Foyer. Upstairs you'll find a spacious Great Room design with f/p, large kitchen with white high gloss cabinets and quartz counters.You'll enjoy the large covered sundeck with beautiful mountain views & gas bbq outlet. 3 Bdrms/ 2 Baths upstairs. Oversized walk-in closet with blt-ins, & a nice ensuite with a large shower and rain shower head. Downstairs you'll find lots of windows for plenty of light, a Family Room, Den, 4 pce Bath, large laundry area & a separate entrance leading to a covered patio and attached double garage. Nice level backyard with rear lane access & new cedar fencing. Plenty of parking. Have a look!",Garage Door Opener,Central Location Private Yard Recreation Nearby,-
R2722546,806 - 1177 HORNBY STREET,Active,Apartment,Vancouver,not sold,not sold,"$618,888",-,1,1,1,"$1,513 in 2022",1995,661,,-,"Garage; Underground,Visitor Parking",21,"1177 Hornby St #806, Vancouver, BC V6Z 2E9, Canada","49.27884, -123.12806",https://www.bccondosandhomes.com/listing/r2722546-806-1177-hornby-street,Oakwyn Realty Ltd.,"Welcome to your new home at London Place in the heart of downtown Vancouver. This bright spacious 1 bedroom and large den offers a functional open layout, this home includes 1 secured underground parking and 2 storage lockers with one right on your floor. This well managed building has great amenities including a rooftop deck with lounge area, Hot Tub, full gym, sauna and amazing views. Also enjoy the social room with pool table, library and surround sound theater; there is also FREE laundry on every floor and 4 elevators so no waiting. Location is prime as you are walking distance to all the restaurants, cafes, grocery stores, shopping, transit and beaches that the city has to offer. Call today to book your private showing.",Dishwasher Refrigerator Stove,Central Location Recreation Nearby Shopping Nearby Ski Hill Nearby, Bike Room Club House Elevator Exercise Centre Recreation Center Sauna/Steam Room Shared Laundry Storage Swirlpool/Hot Tub
R2723776,216 E 6TH STREET,Active,Townhouse,North Vancouver,not sold,not sold,"$1,349,500",-,3,3,1,"$3,110 in 2021",1984,"1,643",,-,"Add. Parking Avail.,Garage; Single",25,109 - 216 E 6TH Street,,https://www.bccondosandhomes.com/listing/r2723776-109-216-e-e-6th-street,Homelife Benchmark Realty (Langley) Corp.,"Spectacular Opportunity!! A breath of fresh air. Rare Bentley Mews offering. Attractive English Cottage style exterior. Bright & beautiful End unit means windows in every room. Immaculate show room condition. Abundance of upgrades include: Kitchen, appliances, lighting, flooring, high end shutters, wainscotting, fuse box, roof (2015), HW tank, ensuite bathroom & toilets. Living room has beautiful high ceiling & stained glass window feature + access to private outside view deck. Lovely cork flooring in kitchen. Your own large main floor laundry room with access to amazing 5'9'' crawl space + work bench & tons of storage. Wonderfull upstairs recroom/loft/studio offers vaulted ceiling, sink & access to private outside deck with impressive Downtown Vancouver & harbour view.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener Vacuum - Roughed In Vaulted Ceiling,Central Location Lane Access Private Yard Recreation Nearby Shopping Nearby, Bike Room In Suite Laundry
R2724069,16511 WATSON DRIVE,Active,Townhouse,Surrey,not sold,not sold,"$1,099,000",-,3,3,1,"$2,837 in 2022",2021,"1,550",,-,Garage; Double,0,"16511 Watson Dr #31, Surrey, BC V4N 6T7, Canada","49.14988, -122.76538",https://www.bccondosandhomes.com/listing/r2724069-31-16511-watson-drive,Century 21 Coastal Realty Ltd.,"Amazing opportunity to own this Beautiful, Air Conditioned, 3 BEDROOM + DEN townhouse with ROOF TOP DECK, right in the heart of Fleetwood. Modern open layout, Contemporary Kitchen featuring SS appliances, Gas stove, BI microwave, soft-close cabinets, quartz countertops, and walk-in pantry! Bright open living area has electric fireplace & large window. Up features 3 beds incl. large master bedroom with spa-like ensuite. Entertain in style on over 650 sf. PRIVATE ROOFTOP DECK! Home features laminate flooring. Comes with double side by side car-garage, walking distance to shopping, parks + schools, future skytrain. Must See",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Golf Course Nearby Recreation Nearby Shopping Nearby, In Suite Laundry
R2721832,855 RUCKLE COURT,Active,House,North Vancouver,not sold,not sold,"$1,829,000",-,3,3,1,"$6,120 in 2021",1987,"1,966",,-,"Garage; Double,RV Parking Avail.",39,"855 Ruckle Ct, North Vancouver, BC V7H 2S6, Canada","49.3133, -122.97648",https://www.bccondosandhomes.com/listing/r2721832-855-ruckle-court,Sutton Group-West Coast Realty,"Quality 3 BR, 3 Bath home by Brody const. Solid extremely well kept, many renovations include newer tile & warm wood floors, roof, gatters, windows with large, sunny, west facing (private) rear yard, plus patios & extra storage. Large double garage with exceptional driveway parking too. Close to parks, tennis, golf, skiing, park gate village shopping, great schools...a little bit of heaven on a wonderful family oriented, cul-de-sac.",ClthWsh/Dryr/Frdg/Stve/DW Jetted Bathtub Security System Smoke Alarm Storage Shed Vacuum - Built In Windows - Thermo,Cul-de-Sac Private Setting Private Yard Shopping Nearby,-
R2714355,10169 246A STREET,Active,House,Maple Ridge,not sold,not sold,"$1,728,800",-,6,5,2,"$6,577 in 2021",2019,"3,932",6231 SqFt.,-,"Garage; Double,Open",40,"10169 246A St, Maple Ridge, BC V2W 0H1, Canada","49.18712, -122.53965",https://www.bccondosandhomes.com/listing/r2714355-10169-246a-street,Royal LePage - Brookside Realty,"10/10 !! This Stunning Custom Home sits on a Large Corner Lot w/ Beautifully Manicured LANDSCAPING! 6 Full Bedrooms /5 Bathrooms & 2 Office/Dens upfront! Main level features a Large Open Concept Kitchen w/ lots of cabinets, Extra Bar/Hutch area, Over Sized Island, Granite Counters, Walk-In Pantry, Security System, Built-In Vac, 3 Ovens, Gas Range, Designer Lighting, Gas Fire Place, Feature Walls, Screen Doors & Large Laundry Room w/ Sink! Large Patio w/ Westerly Views of the SUNSET & Roll Down Shades! Upstairs features a large foyer area w/ 4 Full Bedrooms – each with their own ENSUITE! Large Master Bedroom w/ Walk-In-Closet & 5-piece Ensuite w/ Jacuzzi Tub! The basement features 2 Full Storage Areas & a NEW Never-Lived-In Modern 2 Bedroom Suite w/ Full Bathroom, Laundry & Separate Entry!",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener Pantry Security System Storage Shed Vacuum - Built In,Cul-de-Sac Lane Access Paved Road Recreation Nearby Shopping Nearby, Garden In Suite Laundry Storage
R2723277,10932 63A AVENUE,Active,House,Delta,not sold,not sold,"$1,327,000",-,3,3,1,"$3,547 in 2021",1980,"1,956",5016 SqFt.,-,"Add. Parking Avail.,Garage; Double",0,"10932 63a Ave, Delta, BC V4E 3B6, Canada","49.11859, -122.92055",https://www.bccondosandhomes.com/listing/r2723277-10932-63a-avenue,RE/MAX Dream Home Realty,"SUNSHINE HILLS !! This home offers 3-bedroom, 3-baths home with large kitchen overlooking the private balcony and fully fenced backyard. Ideal for your kids and pets to play, and the large hedges give you the utmost privacy. Master bed comes with walk in closet & 2pc bath. 2-car garage plus pad and street parking. This home welcomes you with fresh paint inside/out with new flooring. Sunshine Hills Elementary and Seaquam Secondary School catchment – some of the best schools in the area, offering IB courses and several academies. Close to restaurants, Starbucks, Safeway, and all commuter routes. Don't miss out on this one!!",ClthWsh/Dryr/Frdg/Stve/DW,-,-
R2723779,110 - 9765 140 STREET,Active,Apartment,Surrey,not sold,not sold,"$555,000",-,2,2,1,"$1,796 in 2022",1994,"1,029",,-,"Garage Underbuilding,Open,Visitor Parking",30,"9765 140 St #110, Surrey, BC V3T 5S5, Canada","49.17988, -122.83467",https://www.bccondosandhomes.com/listing/r2723779-110-9765-140-street,Sutton Premier Realty,"Welcome to Fraser Gate! A beautiful, raised ground floor unit that you won't want to miss out on! This immaculate & bright, 2 bed/2 bath, has over 1,000sqft in a great complex that features a kitchen complete with an excess of counter space and cupboards, that connects directly to the dining-room for easy entertaining. The elegant formal living room features crown mouldings and a lovely gas fireplace (with gas included in the maintenance fee!). The huge patio offers great entertaining space & privacy. Call today for your private viewing.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Recreation Nearby Shopping Nearby, Club House In Suite Laundry Recreation Center
R2682465,10316 125 STREET,Active,House,Surrey,not sold,not sold,"$1,699,999",-,5,3,1,"$3,792 in 2021",1956,"3,093",8639 SqFt.,-,"Add. Parking Avail.,Carport; Multiple,Open",40,"10316 125 St, Surrey, BC V3V 4Y7, Canada","49.19027, -122.87519",https://www.bccondosandhomes.com/listing/r2682465-10316-125-street,RE/MAX Performance Realty,"The One You Have Been Waiting For with breath taking views of New West, North Shore mts and the stunning sunsets. This amazing renovated home with Chefs kitchen, Granite counters, SS appliances & bright open space with tons of windows and oh those views. A great home for a large family or need space for the inlaws with big fam. room, 5 bedrooms and a master with a huge deck to enjoy those spectacular sunsets. You will love the terraced yard, decks and private covered hot tub. Take a look at this one as you wont be disappointed. Very easy to show so book your appointment now and dont miss this lovely home",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Security System Storage Shed,Central Location Private Yard Recreation Nearby,-
R2721995,9227 210 STREET,Active,House,Langley,not sold,not sold,"$1,169,900",-,4,3,1,"$4,934 in 2022",1987,"1,983",5000 SqFt.,-,"Garage; Single,RV Parking Avail.",32,"9227 210 St, Langley, BC V1M 2B2, Canada","49.17292, -122.63886",https://www.bccondosandhomes.com/listing/r2721995-9227-210-street,Royal LePage West Real Estate Services,"Fabulous basement home in the sought after Walnut Grove area.Situated on a quiet private western exposed lot this home offers 4 bedrooms & 3 baths.The kitchen features updated appliances and access to the sundeck overlooking the private backyard.Open concept living and diningroom w/wood burning fireplace and large windows.The basement features a huge recroom, bdrm and flex area(can be converted to a suite)full bath and separate entry. The backyard features a private covered patio,cedar hedge and 2 large storage sheds. Single car garage(with sep plumbing and hook up for 2nd washer/dryer) RV parking, new guttersand some updated vinyl windows. Bring your decorating ideas and make this your home!Close to the rec centre, schools and shops.Great location to raise a family.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Vacuum - Built In,Central Location Golf Course Nearby Private Yard Recreation Nearby Shopping Nearby,-
R2723757,32624 ROSSLAND PLACE,Active,House,Abbotsford,not sold,not sold,"$1,099,999",-,3,3,2,"$3,978 in 2021",1973,"2,899",7350 SqFt.,-,Garage; Single,40,"32624 Rossland Pl, Abbotsford, BC V2T 1T7, Canada","49.04879, -122.32024",https://www.bccondosandhomes.com/listing/r2723757-32624-rossland-place,Pathway Executives Realty Inc.,"Welcome home to this 3 bedroom 3 washroom home nestled in a quiet area in Central Abbotsford with all the updates… windows, bamboo flooring, lighting, bathrooms. Just move in and enjoy! Flooded with natural light, the kitchen and dining room overlook your private backyard. Basement features a spacious rec room, kitchen, washroom with its own separate entrance. Tons of parking. Great location within walking distance to Mill Lake Park and all your shopping needs. Added Bonus: The city's OCP states Urban 1 Midrise for those thinking of the future. Generous lot size, 70X105.",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW,Central Location Private Yard Recreation Nearby Shopping Nearby, Air Cond./Central
R2718029,1311 NANAIMO STREET,Active,House,New Westminster,not sold,not sold,"$1,499,988",-,4,4,3,"$5,407 in 2021",1910,"2,552",8164 SqFt.,-,"DetachedGrge/Carport,Open",3,"1311 Nanaimo St, New Westminster, BC V3M 2G1, Canada","49.20724, -122.93378",https://www.bccondosandhomes.com/listing/r2718029-1311-nanaimo-street,RE/MAX Crest Realty,"Prime WEST END location in a sought after and prestigious area of New Westminster!! This rarely available, HUGE 66 X 123.7 (8164 sq.ft) lot is perfect to build your dream home! 2552 sq.ft home has old school charm with 4 spacious bedrooms and 3 bathrooms. Close to restaurants & shops on 12th street. Lord Tweedsmuir Elementary just walking distance away. No Oil Tank. This property is worth your time to see!",ClthWsh/Dryr/Frdg/Stve/DW,-,-
R2723794,16128 86 AVENUE,Active,Townhouse,Surrey,not sold,not sold,"$869,000",-,3,3,1,"$3,074 in 2021",1993,"1,798",,-,"Add. Parking Avail.,Garage; Double",35,"16128 86 Ave #22, Surrey, BC V4N 3J9, Canada","49.15889, -122.77586",https://www.bccondosandhomes.com/listing/r2723794-22-16128-86-avenue,Sutton Premier Realty,"Welcome to Parc Seville! A RARE opportunity to own a beautiful 2 STOREY CORNER END UNIT in the highly sought after Fleetwood. This unit has an amazing OPEN CONCEPT LAYOUT & feels like a detached home with LOTS of NATURAL LIGHT. Main floor offers a large living room with gas fireplace, dining room perfect for entertaining, sunny nook eating area off well designed kitchen with gorgeous bamboo cabinets that leads onto your large patio. Main flr Bdrm has a Murphy bed & can be used as a guest suite w/full bathroom. Upstairs offers Lrg Master bdrm with 4 pcs. ensuite as well as another large bdrm with 4 pcs. bath. Double garage with lots of storage & extra pkg. Updates include new toilets, lighting fixtures, new hardware, flooring, quartz countertops & paint. Quiet yet in a Central location.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Private Yard Shopping Nearby, Club House In Suite Laundry
R2720452,10855 SPRINGMONT GATE,Active,House,Richmond,not sold,not sold,"$1,899,000",-,4,3,2,"$4,330 in 2021",1971,"2,419",5998 SqFt.,-,"Add. Parking Avail.,Garage; Single",25,"10855 Springmont Gate, Richmond, BC V7E 1Y3, Canada","49.13543, -123.19179",https://www.bccondosandhomes.com/listing/r2720452-10855-springmont-gate,RE/MAX Select Properties,"TASTEFUL RENOVATED HOME TO IT'S HIGHEST STANDARD, OVER 2,400 sq.ft. sits on a beautiful level lot 61' x 100' (6,100 sq.ft.). Features 4 bedrooms & 3 baths, extensive used hardwood floor thru out. Newer kitchen cabinetry with high-end appliance, granite counter tops and center Island, newer baths, newer high efficiency furnace, new hot water tank. One bedroom in-law suite as mortgage helper. secured fence yard. Close to STEVESTON VILLAGE with restaurants, shopping, sea walk, Garry Point Park, Manoah Steves Elementary and Hugh Boyd Secondary School. EXCELLENT & QUIET Neighborhood with beautiful street appeal. Don't Miss ! MUST SEE !",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener Microwave,Shopping Nearby,-
R2723920,7790 KING GEORGE BOULEVARD,Active,Mobile,Surrey,not sold,not sold,"$269,900",-,2,1,1,$412 in 2022,1973,"1,190",,-,"Carport; Single,Open",0,"7790 King George Blvd #19, Surrey, BC V3W 5Y4, Canada","49.13794, -122.84573",https://www.bccondosandhomes.com/listing/r2723920-19-7790-king-george-boulevard,Royal LePage Northstar Realty (S. Surrey),"CRISPEN BAYS manufactured home park is a family friendly community where you can have 2 small pets up to 17"" in height. The park features an outdoor swimming pool, basketball court, playground and the clubhouse is an awesome place where you can host your private functions while shooting a game of billiards. This home is one of the nicer homes in the park, many updates including appliances, flooring, drywall, cabinets, counters, windows and more. The backyard is something you need to see in person, super cool and private. The family room is enormous and could be used as a 3rd bedroom if you wish. Centrally located with the bus stop near the park entrance and just a short 10 min ride to the skytrain, walking distance to public schools, Costco, Superstore, Kings Cross shopping centre and more",ClthWsh/Dryr/Frdg/Stve/DW Microwave Storage Shed,Central Location Recreation Nearby Shopping Nearby, Club House In Suite Laundry Playground Pool; Outdoor
R2689057,4160 GRANVILLE AVENUE,Active,House,Richmond,not sold,not sold,"$4,988,000",-,5,6,2,"$5,895 in 2021",2022,"4,844",12013 SqFt.,-,Garage; Triple,34,"4160 Granville Ave, Richmond, BC V7C 1E4, Canada","49.16252, -123.17873",https://www.bccondosandhomes.com/listing/r2689057-4160-granville-avenue,Sutton Group - 1st West Realty,"GORGEOUS *MUST SEE* Quality & Beauty. Stunning custom home built by High Reputation Luxury house builder, Situated with 4844 sqft house on 12013 sqft lot well known beautiful Quilchena Area, quieter granville avenue, Favorable Huge South-facing back garden (over 180 feet depth backayard)with fantastic landscaping,Spacious living spaces with 5 en-suited bedrooms and 5.5 bathrooms. It offers functional media room, gourmet kitchen with Top High-end Appliances Miele, Real Marbel,Nice Cabinetry, A/C,smart security system, HRV,electric curtains,buildin surround sound,2-5-10 Warranty.Close to shopping center, community center.A pleasure to Show!",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Fireplace Insert Heat Recov. Vent. Intercom Oven - Built In Range Top Refrigerator Security System Sprinkler - Fire,Central Location Private Setting Private Yard, Air Cond./Central Garden In Suite Laundry
R2723376,20339 2 AVENUE,Active,House,Langley,not sold,not sold,"$4,998,000",-,6,6,1,"$13,401 in 2022",2012,"7,113",43996 SqFt.,-,"Garage; Triple,RV Parking Avail.",40,"20048 2 Ave, Langley, BC V2Z 0A3, Canada","49.00491, -122.66773",https://www.bccondosandhomes.com/listing/r2723376-20339-2-avenue,RE/MAX Colonial Pacific Realty,,Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Garage Door Opener Hot Tub Spa/Swirlpool Microwave Security System Sprinkler - Inground Storage Shed Vacuum - Built In Vaulted Ceiling,Central Location Cul-de-Sac Private Setting Private Yard Recreation Nearby, Club House Exercise Centre Recreation Center
